templates,used_attributes
"VIS-TEAM-PLACE showed how well - rounded VIS-TEAM-PLACE are in this win , and that VIS-TEAM-PLACE 're a team to be feared . ","['VIS-TEAM-PLACE', 'VIS-TEAM-PLACE', 'VIS-TEAM-PLACE']"
"VIS-TEAM-PLACE hit HOME-TEAM-FG3_PCT percent of VIS-TEAM-PLACE shots and an equally impressive VIS-TEAM-FT_PCT percent of VIS-TEAM-PLACE free throws , which when compared to the HOME-TEAM-FG_PCT percent from the field and HOME-TEAM-FT_PCT percent from the line the HOME-TEAM-NAME shot , gives a solid indication as to why the result went the way the result did . ","['VIS-TEAM-PLACE', 'VIS-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-PLACE', 'VIS-TEAM-FT_PCT', 'VIS-TEAM-PLACE', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FT_PCT', 'HOME-TEAM-NAME']"
"The HOME-TEAM-PLACE HOME-TEAM-NAME ( VIS-TEAM-STANDING - HOME-TEAM-LOSSES ) shot HOME-TEAM-FG_PCT percent from the field and HOME-TEAM-FG3_PCT percent from the 3 - point line , while the VIS-TEAM-NAME shot VIS-TEAM-FG_PCT percent from the field and only VIS-TEAM-FG3_PCT percent from beyond the arc . ","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-STANDING', 'HOME-TEAM-FTM', 'HOME-TEAM-LOSSES', 'HOME-TEAM-FG_PCT', 'VIS-TEAM-PTS_QTR3', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-NAME', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3A', 'VIS-TEAM-FG3_PCT']"
"HOME-TEAM-PLACE has now won VIS-TEAM-WINS of HOME-TEAM-PLACE VIS-TEAM-STANDING HOME-TEAM-FG3M games , including wins at the Heat and at the Grizzlies . ","['HOME-TEAM-PLACE', 'VIS-TEAM-WINS', 'HOME-TEAM-PLACE', 'VIS-TEAM-STANDING', 'HOME-TEAM-FG3M']"
"VIS-TEAM-PLACE shot much better in the game , going VIS-TEAM-FG_PCT percent from the field and VIS-TEAM-FG3_PCT percent from the 3 - point line , while The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) defeated the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS on Monday at Energy Solutions Arena in Salt_Lake_City shot HOME-TEAM-FG_PCT percent from the floor and only HOME-TEAM-FG3_PCT percent from deep . ","['VIS-TEAM-PLACE', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-PTS_QTR2', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-PTS_QTR2', 'HOME-TEAM-PTS_QTR3', 'HOME-TEAM-FG3A', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT']"
"The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) got out quickly in this game , out - scoring the HOME-TEAM-NAME HOME-TEAM-FG3_PCT - HOME-TEAM-FG3A in the 1 quarter , therefore setting the tone for the rest of this game . ","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'HOME-TEAM-TOV', 'VIS-TEAM-LOSSES', 'HOME-TEAM-NAME', 'VIS-TEAM-PTS_QTR1', 'HOME-TEAM-FG3_PCT', 'HOME-TEAM-PTS_QTR1', 'VIS-TEAM-PTS_QTR4', 'HOME-TEAM-FG3A']"
"The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) shot the ball well , going VIS-TEAM-FG_PCT percent from the field and VIS-TEAM-FG3_PCT percent from the 3 - point line , while the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS on Wednesday went HOME-TEAM-FG_PCT percent from the floor and just HOME-TEAM-FG3_PCT percent from beyond the arc . ","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'HOME-TEAM-TOV', 'VIS-TEAM-LOSSES', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-FTM', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'HOME-TEAM-FG_PCT', 'VIS-TEAM-PTS_QTR1', 'HOME-TEAM-FG3_PCT']"
HOME-TEAM-PLACE had won 4 of He and VIS-LEADER_SECOND_NAME VIS-TEAM-WINS 5 games until coughing up a close 1 to The VIS-TEAM-NAME . ,"['HOME-TEAM-PLACE', 'VIS-LEADER_SECOND_NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-NAME']"
VIS-TEAM-PLACE shot a woeful HOME-TEAM-WINS percent from the field and recorded just VIS-TEAM-AST assists on VIS-TEAM-FGM made field goals . ,"['VIS-TEAM-PLACE', 'HOME-TEAM-PTS_QTR1', 'HOME-TEAM-WINS', 'HOME-TEAM-PTS_QTR4', 'VIS-TEAM-AST', 'VIS-TEAM-FGM']"
Omri Casspi and VIS-LEADER_FIRST_NAME VIS-LEADER_SECOND_NAME each scored HOME-TEAM-TOV points in defeat and combined to shoot 10 - of - HOME-TEAM-PTS_QTR1 from the field . ,"['VIS-LEADER_FIRST_NAME', 'VIS-LEADER_SECOND_NAME', 'VIS-TEAM-FG3A', 'HOME-TEAM-TOV', 'HOME-TEAM-PTS_QTR1']"
"they have yet to find out who they 're playing though , as they could end up against the likes of the San Antonio Spurs , Houston Rockets , Los Angeles Clippers or Memphis Grizzlies . ",[]
The HOME-TEAM-NAME shot HOME-TEAM-FG_PCT percent from the field and HOME-TEAM-FG3_PCT percent from beyond the arc . ,"['HOME-TEAM-NAME', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT']"
"In comparison , the VIS-TEAM-NAME shot VIS-TEAM-FG_PCT percent from the field and VIS-TEAM-REB percent from beyond the arc . ","['VIS-TEAM-NAME', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT', 'VIS-TEAM-REB']"
his has struggled for much of the year but played well Wednesday . ,[]
"the VIS-TEAM-NAME could n't establish the VIS-TEAM-NAME defense in the 2 games against The HOME-TEAM-PLACE HOME-TEAM-NAME , as the VIS-TEAM-NAME gave up a combined 241 points over the 2 games . ","['VIS-TEAM-NAME', 'VIS-TEAM-NAME', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'VIS-TEAM-NAME']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-STANDING - VIS-TEAM-LOSSES ) shot VIS-TEAM-FG_PCT percent from the field and 37 percent from behind the 3 - point line . ,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-TOV', 'HOME-TEAM-WINS', 'VIS-TEAM-WINS', 'VIS-TEAM-STANDING', 'HOME-TEAM-FG3M', 'VIS-TEAM-LOSSES', 'VIS-TEAM-FG_PCT']"
"The HOME-TEAM-PLACE HOME-TEAM-NAME were able to shoot HOME-TEAM-FG_PCT percent from the field , while the VIS-TEAM-NAME shot only VIS-TEAM-FG3_PCT percent , as that was enough to give The HOME-TEAM-PLACE HOME-TEAM-NAME the advatage . ","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-FG_PCT', 'VIS-TEAM-NAME', 'HOME-TEAM-FGM', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME']"
"The VIS-TEAM-PLACE VIS-TEAM-NAME ( HOME-TEAM-LOSSES - VIS-TEAM-LOSSES ) were the superior shooting team in this 1 , going VIS-TEAM-FG_PCT percent from the field and VIS-TEAM-FG3_PCT percent from the HOME-STREAK-COUNT - point line , while the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-STANDING - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS on Friday at Sleep_Train_Arena in HOME-TEAM-PLACE went HOME-TEAM-FG_PCT percent from the floor and HOME-TEAM-FG3_PCT percent from beyond the arc . ","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'HOME-TEAM-FTM', 'VIS-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-TEAM-FG3M', 'VIS-TEAM-TOV', 'VIS-TEAM-LOSSES', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT', 'HOME-STREAK-COUNT', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'VIS-TEAM-FTA', 'HOME-TEAM-TOV', 'HOME-TEAM-WINS', 'HOME-TEAM-STANDING', 'HOME-TEAM-FTM', 'VIS-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'HOME-TEAM-PLACE', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-PTS_QTR2', 'VIS-TEAM-PTS_QTR3', 'HOME-TEAM-FG3_PCT']"
"The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) had superior shooting all night , going HOME-TEAM-FG_PCT percent from the field and HOME-TEAM-FG3_PCT percent from the 3 - point line as a team , compared to the VIS-TEAM-NAME who went VIS-TEAM-FG_PCT percent from the floor and only VIS-TEAM-FG3_PCT percent from beyond the arc . ","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-NAME', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3A', 'VIS-TEAM-FG3_PCT']"
VIS-TEAM-PLACE has won 4 in a row . ,['VIS-TEAM-PLACE']
"The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) defeated the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS Thursday at the Sleep_Train_Arena played suffocating defense , allowing just VIS-TEAM-FG3_PCT points in the 2 half and holding HOME-TEAM-PLACE to just HOME-TEAM-FG_PCT % from the field and HOME-TEAM-FG3_PCT % from HOME-TEAM-FG3M - point range for the game . ","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-FG3A', 'VIS-TEAM-WINS', 'HOME-TEAM-PTS_QTR4', 'VIS-TEAM-PTS_QTR4', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-PTS_QTR3', 'HOME-TEAM-FTM', 'HOME-TEAM-TOV', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'VIS-TEAM-FG3_PCT', 'HOME-TEAM-PLACE', 'VIS-TEAM-PTS_QTR2', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT', 'HOME-TEAM-FG3M']"
"HOME-TEAM-PLACE likely would have blown out The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) defeated the VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) HOME-TEAM-PTS - VIS-TEAM-PTS on Friday if HOME-TEAM-PLACE were n't for HOME-TEAM-TOV turnovers , including 9 by HOME-LEADER_FIRST_NAME HOME-LEADER_SECOND_NAME . ","['HOME-TEAM-PLACE', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS', 'HOME-TEAM-PLACE', 'VIS-TEAM-PTS_QTR2', 'VIS-TEAM-AST', 'HOME-TEAM-TOV', 'HOME-LEADER_FIRST_NAME', 'HOME-LEADER_SECOND_NAME']"
"VIS-TEAM-PLACE had a 1 - point lead going into the VIS-STREAK-COUNT quarter but could n't hold on , as The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) outscored VIS-TEAM-PLACE HOME-TEAM-PTS_QTR4 - VIS-TEAM-PTS_QTR4 in the final period . ","['VIS-TEAM-PLACE', 'VIS-TEAM-FG3M', 'VIS-STREAK-COUNT', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-TOV', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PLACE', 'HOME-TEAM-PTS_QTR4', 'VIS-TEAM-PTS_QTR4']"
"VIS-TEAM-PLACE dropped 2 games coming out of the All-Star break , but they 've since rattled off HOME-TEAM-FG3M consecutive wins . ","['VIS-TEAM-PLACE', 'HOME-TEAM-FG3M']"
"both teams shot very similar percentages , with The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) going VIS-TEAM-FG_PCT percent from the field and VIS-TEAM-FG3_PCT percent from the 3 - point line , while the HOME-TEAM-NAME went HOME-TEAM-FG_PCT percent from the floor and VIS-TEAM-FG3_PCT percent from deep . ","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-FG3_PCT', 'HOME-TEAM-NAME', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-FG3_PCT']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( 10 ) out shot the HOME-TEAM-NAME VIS-TEAM-FG_PCT percent to 37 percent from the field and VIS-TEAM-FG3_PCT percent to HOME-TEAM-FG3_PCT percent from behind the arc . ,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'HOME-TEAM-NAME', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-PTS_QTR2', 'VIS-TEAM-FG3_PCT', 'HOME-TEAM-FG3_PCT']"
"The HOME-TEAM-PLACE HOME-TEAM-NAME ( VIS-TEAM-LOSSES - VIS-STREAK-COUNT ) defeated the VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-STREAK-COUNT - VIS-TEAM-LOSSES ) HOME-TEAM-PTS - VIS-TEAM-PTS were able to shoot HOME-TEAM-FG3_PCT percent from both the field and behind the arc , which allowed The HOME-TEAM-PLACE HOME-TEAM-NAME ( VIS-TEAM-LOSSES - VIS-STREAK-COUNT ) defeated the VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-STREAK-COUNT - VIS-TEAM-LOSSES ) HOME-TEAM-PTS - VIS-TEAM-PTS to score the victory in a very close finish against . ","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-STREAK-COUNT', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-STREAK-COUNT', 'HOME-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-STREAK-COUNT', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-STREAK-COUNT', 'HOME-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS']"
"Although both teams struggled to put the ball in the hoop during the 4 quarter , The HOME-TEAM-PLACE HOME-TEAM-NAME ( VIS-TEAM-LOSSES - VIS-STREAK-COUNT ) defeated the VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-STREAK-COUNT - VIS-TEAM-LOSSES ) HOME-TEAM-PTS - VIS-TEAM-PTS were able to outscore VIS-TEAM-PLACE HOME-TEAM-FTA - VIS-TEAM-PTS_QTR4 in the final period . ","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-STREAK-COUNT', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-STREAK-COUNT', 'HOME-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS', 'VIS-TEAM-PLACE', 'HOME-TEAM-PTS_QTR4', 'HOME-TEAM-FTA', 'VIS-TEAM-PTS_QTR4']"
"For The HOME-TEAM-PLACE HOME-TEAM-NAME ( VIS-TEAM-LOSSES - VIS-STREAK-COUNT ) defeated the VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-STREAK-COUNT - VIS-TEAM-LOSSES ) HOME-TEAM-PTS - VIS-TEAM-PTS , a familiar name was called upon to shoulder the load offensively . ","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-STREAK-COUNT', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-STREAK-COUNT', 'HOME-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS']"
"The HOME-TEAM-NAME just could n't get The HOME-TEAM-NAME going offensively , and have now lost 5 straight games , including back to back losses to The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-LOSSES - VIS-TEAM-LOSSES ) The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-LOSSES - VIS-TEAM-LOSSES ) . ","['HOME-TEAM-NAME', 'HOME-TEAM-NAME', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES']"
"The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) shot VIS-TEAM-FG_PCT percent from the field and VIS-TEAM-FG3_PCT percent from beyond the arc compared to the HOME-TEAM-NAME , who only shot HOME-TEAM-FG_PCT percent from the field and HOME-TEAM-STANDING percent from behind the HOME-TEAM-FG3M - point line . ","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-FG3M', 'VIS-TEAM-LOSSES', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FGM', 'VIS-TEAM-FG3_PCT', 'HOME-TEAM-NAME', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-STANDING', 'HOME-TEAM-FG3M']"
"VIS-TEAM-PLACE has won VIS-TEAM-STANDING straight games , and they 've vaulted they out of the early - season hole they were in , at 1 time standing with a sub - .500 record of VIS-TEAM-STANDING - VIS-TEAM-LOSSES . ","['VIS-TEAM-PLACE', 'VIS-TEAM-FG3M', 'HOME-TEAM-FTM', 'VIS-TEAM-STANDING', 'VIS-TEAM-FG3M', 'HOME-TEAM-FTM', 'VIS-TEAM-STANDING', 'VIS-TEAM-LOSSES']"
"As The VIS-TEAM-PLACE VIS-TEAM-NAME shift into a higher gear and continue the Raptors march up the standings in the East , HOME-TEAM-PLACE continues to coast downhill , losing the Raptors HOME-TEAM-FTA straight game . ","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'HOME-TEAM-PLACE', 'HOME-TEAM-FTA']"
The HOME-TEAM-NAME have only reached the 100 - point threshold once in The HOME-TEAM-NAME 15 HOME-TEAM-FG3M games as The HOME-TEAM-NAME offense continues to sputter . ,"['HOME-TEAM-NAME', 'HOME-TEAM-NAME', 'HOME-TEAM-FG3M', 'HOME-TEAM-NAME']"
"The HOME-TEAM-NAME shot HOME-TEAM-FG_PCT percent from the field and HOME-TEAM-FG3_PCT percent from beyond the arc in Thursday 's loss , with Carmelo Anthony finshing with 9 points on HOME-TEAM-WINS - of - VIS-TEAM-AST shooting in 30 minutes . ","['HOME-TEAM-NAME', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT', 'HOME-TEAM-WINS', 'VIS-TEAM-AST']"
"the HOME-TEAM-PLACE HOME-TEAM-NAME ( VIS-TEAM-STANDING - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS on Sunday at Madison_Square_Garden in HOME-TEAM-PLACE shot HOME-TEAM-FG_PCT percent from the field compared to the VIS-TEAM-NAME who shot only VIS-TEAM-FG_PCT percent , but were unable to do the little things as the HOME-TEAM-PLACE HOME-TEAM-NAME ( VIS-TEAM-STANDING - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS on Sunday at Madison_Square_Garden in HOME-TEAM-PLACE were both out - rebounded and forced into more turnovers than the HOME-TEAM-PLACE HOME-TEAM-NAME ( VIS-TEAM-STANDING - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS on Sunday at Madison_Square_Garden in HOME-TEAM-PLACE opponent . ","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-STANDING', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'HOME-TEAM-PLACE', 'HOME-TEAM-FG_PCT', 'VIS-TEAM-NAME', 'VIS-TEAM-FG_PCT', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-STANDING', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'HOME-TEAM-PLACE', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-STANDING', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'HOME-TEAM-PLACE']"
The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-STREAK-COUNT ) shot VIS-TEAM-FG_PCT percent from the field and VIS-TEAM-FG3_PCT percent from beyond the arc to secure the win . ,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-PTS_QTR2', 'VIS-TEAM-FTA', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-STREAK-COUNT', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT']"
"Playing without Iman Shumpert ( shoulder ) and J.R. Smith ( plantar fascitis ) on Sunday , the HOME-TEAM-NAME struggled , shooting just HOME-TEAM-FG_PCT percent from the field and HOME-TEAM-FG3_PCT percent from beyond the arc . ","['HOME-TEAM-NAME', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT']"
"The VIS-TEAM-NAME ( HOME-TEAM-STANDING - HOME-TEAM-STANDING ) would never relinquish the lead , and another Isaiah Thomas 3 - pointer late in the quarter would prove to be the final dagger , putting VIS-TEAM-PLACE ahead by 9 with 1:35 to play . ","['VIS-TEAM-NAME', 'HOME-TEAM-TOV', 'VIS-TEAM-TOV', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-STANDING', 'HOME-TEAM-TOV', 'VIS-TEAM-TOV', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-STANDING', 'VIS-TEAM-PLACE']"
the HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) shot only VIS-TEAM-FG3_PCT percent from the floor and committed HOME-TEAM-STANDING turnovers . ,"['HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'VIS-TEAM-PTS_QTR1', 'HOME-TEAM-LOSSES', 'HOME-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT', 'HOME-TEAM-TOV', 'VIS-TEAM-TOV', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-STANDING']"
"While the HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) are trending downward , the VIS-TEAM-NAME have now won VIS-STREAK-COUNT straight after beating Charlotte on Wednesday . ","['HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'VIS-TEAM-PTS_QTR1', 'HOME-TEAM-LOSSES', 'VIS-TEAM-NAME', 'VIS-STREAK-COUNT']"
the VIS-TEAM-NAME shot HOME-TEAM-REB percent from the field and VIS-TEAM-FG3M - of - VIS-TEAM-FG3A from downtown . ,"['VIS-TEAM-NAME', 'VIS-TEAM-FG_PCT', 'HOME-TEAM-REB', 'VIS-TEAM-FG3M', 'VIS-TEAM-FG3A']"
VIS-TEAM-PLACE shot VIS-TEAM-FG_PCT % from the floor and VIS-TEAM-FG3_PCT % from 3 - point range . ,"['VIS-TEAM-PLACE', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT']"
The HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) shot HOME-TEAM-FG_PCT percent from the field and knocked down HOME-TEAM-FG3M - of - HOME-TEAM-FG3A 3 - point attempts . ,"['HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3M', 'HOME-TEAM-FG3A']"
"The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) were the superior shooters in this game , going HOME-TEAM-FG_PCT percent from the field and VIS-TEAM-REB percent from the 3 - point line , while the VIS-TEAM-NAME went VIS-TEAM-FG_PCT percent from the floor and a meager VIS-TEAM-LOSSES percent from beyond the arc . ","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-REB', 'VIS-TEAM-NAME', 'HOME-TEAM-FGM', 'VIS-TEAM-FG_PCT', 'HOME-TEAM-PTS_QTR2', 'VIS-TEAM-FG3_PCT', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES']"
