templates,used_attributes
Next the TEAM-NAME will host the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME head back home to await the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM for a NEXT-DAYNAME tilt . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE will play host to the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME will host the sliding NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-NAME head to NEXT-CITY to face the NEXT-OPPONENT-TEAM on NEXT-DAYNAME night . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"the TEAM-NAME the TEAM-NAME remain in 4 place in the TEAM-CONFERENCE 's TEAM-DIVISION Division , and are 8 games behind the 8 - seeded Dallas Mavericks . ","['TEAM-NAME', 'TEAM-NAME', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
the TEAM-NAME head to NEXT-OPPONENT-TEAM-PLACE to face the NEXT-OPPONENT-TEAM on NEXT-DAYNAME night . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-NAME will look to play better on NEXT-DAYNAME against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM']"
This gave TEAM-PLACE the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM 12 win in the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM TEAM-TOV TEAM-TOV games . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'TEAM-TOV', 'TEAM-TOV']"
the visiting TEAM-PLACE TEAM-NAME ( TEAM-WINS - TEAM-PTS_QTR2 ) host the NEXT-OPPONENT-TEAM in a potential 1 round preview on NEXT-DAYNAME . ,"['TEAM-PLACE', 'TEAM-NAME', 'TEAM-WINS', 'TEAM-PTS_QTR2', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"The TEAM-NAME will look to add on to The TEAM-NAME TEAM-WINS - game winning streak NEXT-DAYNAME , as The TEAM-NAME welcome the NEXT-OPPONENT-TEAM to TEAM-PLACE . ","['TEAM-NAME', 'TEAM-NAME', 'TEAM-WINS', 'NEXT-DAYNAME', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM', 'TEAM-PLACE']"
The TEAM-PLACE TEAM-NAME ( TEAM-WINS - TEAM-FG3M ) will look to keep this momentum going against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'TEAM-NAME', 'TEAM-WINS', 'TEAM-FG3M', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-PLACE TEAM-NAME ( TEAM-FG3M - TEAM-WINS ) currently reside in 3 place in the TEAM-CONFERENCE ’ s TEAM-DIVISION Division . ,"['TEAM-PLACE', 'TEAM-NAME', 'TEAM-FG3M', 'TEAM-WINS', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
"After having tripped up the Cavaliers at Quicken Loans Arena on Dec. STREAK-COUNT , TEAM-PLACE pulled away from TEAM-PLACE in the final period  to hand the TEAM-NAME only the TEAM-NAME 4 defeat at  . ","['STREAK-COUNT', 'TEAM-PLACE', 'TEAM-PLACE', '', 'TEAM-NAME', 'TEAM-NAME', '']"
The TEAM-NAME head to NEXT-STATE to face off against the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-STATE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME will look to bounce back when The TEAM-NAME host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM ( TEAM-PTS_QTR1 - TEAM-PTS_QTR1 ) on NEXT-DAYNAME . ,"['TEAM-NAME', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'TEAM-PTS_QTR1', 'TEAM-PTS_QTR1', 'NEXT-DAYNAME']"
They head to NEXT-CITY to take on the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-PLACE TEAM-NAME now head to NEXT-CITY to take on the NEXT-OPPONENT-TEAM in a NEXT-DAYNAME showdown . ,"['TEAM-PLACE', 'TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE remains 1 the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-PLACE', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
"the TEAM-NAME will have some needed time off before the TEAM-NAME next game , when the TEAM-NAME host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ","['TEAM-NAME', 'TEAM-NAME', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-NAME ' continue the TEAM-NAME ' trek through the Sunshine State with a visit to the NEXT-CITY NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the Toronto Raptors head back home to face off against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME night . ,"['NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE remains in TEAM-FG3A place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-PLACE', 'TEAM-FG3A', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
Up next for TEAM-PLACE is a matchup with the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-PLACE TEAM-NAME ( TEAM-PTS_QTR4 - TEAM-PTS_QTR4 ) 'll look to rebound on NEXT-DAYNAME when take on the NEXT-CITY NEXT-OPPONENT-TEAM . ,"['TEAM-PLACE', 'TEAM-NAME', 'TEAM-PTS_QTR4', 'TEAM-PTS_QTR4', 'NEXT-DAYNAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM']"
The TEAM-NAME will look to keep up this nice run against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME will look to bounce - back against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE head to NEXT-OPPONENT-TEAM-PLACE for a matchup versus the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
Next up TEAM-PLACE will be in NEXT-CITY on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-CITY', 'NEXT-DAYNAME']"
"The TEAM-PLACE TEAM-NAME prized offseason acquisition , Nicolas Batum , left Wednesday night 's contest versus the Magic with an illness . ","['TEAM-PLACE', 'TEAM-NAME']"
The TEAM-NAME head to NEXT-CITY to face off against the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE 's next matchup will be against NEXT-OPPONENT-TEAM-PLACE on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-DAYNAME']"
The TEAM-NAME will host Washinton on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-DAYNAME']"
The TEAM-NAME remain in 4 place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
The TEAM-NAME head to NEXT-CITY to take on the NEXT-OPPONENT-TEAM on NEXT-DAYNAME night . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME remain in TEAM-FG3A place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-FG3A', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
The TEAM-NAME 're home against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME night . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-NAME will visit the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME 'll be back home NEXT-DAYNAME to face off against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM']"
The TEAM-NAME ' frontcourt head back home to face the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME night . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"The TEAM-PLACE TEAM-NAME continued to surprise the NBA in  , advancing The TEAM-PLACE TEAM-NAME record to 3 games above .500 . ","['TEAM-PLACE', 'TEAM-NAME', '', 'TEAM-PLACE', 'TEAM-NAME']"
Next the TEAM-NAME will head to NEXT-CITY for a game on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-DAYNAME']"
The TEAM-NAME will look to get The TEAM-NAME TEAM-TOV when The TEAM-NAME host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM ( 21 - TEAM-PTS_QTR4 ) on NEXT-DAYNAME . ,"['TEAM-NAME', 'TEAM-NAME', 'TEAM-TOV', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'TEAM-PTS_QTR4', 'NEXT-DAYNAME']"
the TEAM-NAME will now head to NEXT-CITY to face the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME head to NEXT-CITY to take on the NEXT-OPPONENT-TEAM on NEXT-DAYNAME night . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-NAME the TEAM-NAME remain in 4 place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-NAME', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
the TEAM-NAME head to NEXT-CITY to face the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"The TEAM-NAME remain in 3 place in the TEAM-CONFERENCE 's TEAM-DIVISION Division , and are just a game behind the 8 - seeded Dallas Mavericks . ","['TEAM-NAME', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
the TEAM-NAME will now return to TEAM-PLACE to host the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"the TEAM-NAME will look to keep the TEAM-NAME playoff hopes alive , as the TEAM-NAME host the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ","['TEAM-NAME', 'TEAM-NAME', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"Next , the TEAM-NAME will look to influence the race - for - TEAM-FG3M as the TEAM-NAME host the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ","['TEAM-NAME', 'TEAM-FG3M', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
Up next for TEAM-PLACE is a matchup with the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE will host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME in the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM next scheduled game . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM']"
TEAM-PLACE will look to make TEAM-PLACE 3 straight wins when TEAM-PLACE host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM ( TEAM-FTM - TEAM-AST ) on NEXT-DAYNAME . ,"['TEAM-PLACE', 'TEAM-PLACE', 'TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'TEAM-FTM', 'TEAM-AST', 'NEXT-DAYNAME']"
The TEAM-NAME will begin a 3 - game road trip in NEXT-STATE on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-STATE', 'NEXT-DAYNAME']"
TEAM-PLACE will host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM ( TEAM-LOSSES - TEAM-WINS ) on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'TEAM-LOSSES', 'TEAM-WINS', 'NEXT-DAYNAME']"
The TEAM-NAME will visit the NEXT-STATE NEXT-OPPONENT-TEAM ( 19 - TEAM-PTS_QTR2 ) on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-STATE', 'NEXT-OPPONENT-TEAM', 'TEAM-PTS_QTR2', 'NEXT-DAYNAME']"
The TEAM-NAME will host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM ( TEAM-FG3A - TEAM-PTS_QTR3 ) on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'TEAM-FG3A', 'TEAM-PTS_QTR3', 'NEXT-DAYNAME']"
"TEAM-PLACE ' has to play again on NEXT-DAYNAME , when TEAM-PLACE ' take on the NEXT-CITY NEXT-OPPONENT-TEAM . ","['TEAM-PLACE', 'NEXT-DAYNAME', 'TEAM-PLACE', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM']"
TEAM-PLACE heads home to face off against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME head home for a date with the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
They head home to face the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-NAME face off at home against the NEXT-OPPONENT-TEAM at home on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-NAME continue the TEAM-NAME road trip in NEXT-CITY on NEXT-DAYNAME . ,"['TEAM-NAME', 'TEAM-NAME', 'NEXT-CITY', 'NEXT-DAYNAME']"
The TEAM-NAME continue a homestand with a NEXT-DAYNAME contest against the NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM']"
"TEAM-PLACE will see action again on NEXT-DAYNAME , visiting the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM . ","['TEAM-PLACE', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM']"
Next the TEAM-NAME will host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"the TEAM-NAME the TEAM-NAME will visit the TD Garden on NEXT-DAYNAME night to take on the TEAM-NAME divisional rival , the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM . ","['TEAM-NAME', 'TEAM-NAME', 'NEXT-DAYNAME', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM']"
The TEAM-NAME 're back home on NEXT-DAYNAME to take on the NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM']"
The TEAM-NAME remain in 2 place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
The TEAM-NAME head home to take on the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-NAME ' remain in 3 place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
The TEAM-NAME will look to end The TEAM-NAME skid when The TEAM-NAME host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM ( TEAM-FG3A - 27 ) on NEXT-DAYNAME . ,"['TEAM-NAME', 'TEAM-NAME', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'TEAM-FG3A', 'NEXT-DAYNAME']"
"Next , the host TEAM-PLACE TEAM-NAME ( TEAM-WINS - TEAM-LOSSES ) TEAM-PTS - TEAM-PTS will play in NEXT-OPPONENT-TEAM-PLACE on NEXT-DAYNAME . ","['TEAM-PLACE', 'TEAM-NAME', 'TEAM-WINS', 'TEAM-LOSSES', 'TEAM-PTS', 'TEAM-PTS', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-DAYNAME']"
"Next , TEAM-PLACE hosts the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ","['TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"Next , the TEAM-NAME will visit NEXT-STATE to face - off against the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ","['TEAM-NAME', 'NEXT-STATE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME will have to play on NEXT-DAYNAME in The TEAM-NAME next game in a back - to - back against the NEXT-CITY NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'NEXT-DAYNAME', 'TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM']"
The TEAM-NAME will host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM ( TEAM-PTS_QTR4 - TEAM-AST ) on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'TEAM-PTS_QTR4', 'TEAM-AST', 'NEXT-DAYNAME']"
The TEAM-PLACE TEAM-NAME ( will look to keep this momentum going on NEXT-DAYNAME against the TEAM-PLACE NEXT-OPPONENT-TEAM . ,"['TEAM-PLACE', 'TEAM-NAME', 'NEXT-DAYNAME', 'TEAM-PLACE', 'NEXT-OPPONENT-TEAM']"
Up next for TEAM-PLACE is another favorable matchup against the NEXT-CITY NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME will hope for a comeback on NEXT-DAYNAME when The TEAM-NAME host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'NEXT-DAYNAME', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM']"
TEAM-NAME will play the 2 game of a back - to - back when TEAM-NAME return home to host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM ( 24 - 42 ) on NEXT-DAYNAME . ,"['TEAM-NAME', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME will look to assert The TEAM-NAME even further as The TEAM-NAME take on NEXT-CITY on NEXT-DAYNAME . ,"['TEAM-NAME', 'TEAM-NAME', 'TEAM-NAME', 'NEXT-CITY', 'NEXT-DAYNAME']"
The TEAM-NAME will look to keep The TEAM-NAME streak going against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE 's next matchup will be against the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-NAME now head home to face the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME will continue an TEAM-CONFERENCE road trip NEXT-DAYNAME against the NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'TEAM-CONFERENCE', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM']"
The TEAM-NAME remain in 2 place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
The TEAM-NAME travel to NEXT-CITY to take on the NEXT-OPPONENT-TEAM on Super Bowl NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME remain in TEAM-AST place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-AST', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
The TEAM-NAME remain comfortably STREAK-COUNT the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'STREAK-COUNT', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
The TEAM-NAME remain in TEAM-FTA place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-FTA', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
The TEAM-NAME remain in 3 place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
The TEAM-NAME head home for a NEXT-DAYNAME showdown with the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM']"
They head to South  to take on the NEXT-CITY NEXT-OPPONENT-TEAM on NEXT-DAYNAME night . ,"['', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"TEAM-PLACE 's next matchup will come on NEXT-DAYNAME , as TEAM-PLACE 's next matchup host the equally disappointing NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM . ","['TEAM-PLACE', 'NEXT-DAYNAME', 'TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM']"
The Maverick 's welcomed the TEAM-NAME to TEAM-PLACE on  and won TEAM-PTS - TEAM-PTS . ,"['TEAM-NAME', 'TEAM-PLACE', '', 'TEAM-PTS', 'TEAM-PTS']"
the TEAM-NAME will look to turn things around NEXT-DAYNAME in Pheonix . ,"['TEAM-NAME', 'NEXT-DAYNAME']"
Next up for TEAM-PLACE is a visit to OKC on NEXT-DAYNAME where they will look to prove they rank as STREAK-COUNT of the top dogs in the West . ,"['TEAM-PLACE', 'NEXT-DAYNAME', 'STREAK-COUNT']"
Next up for The Mavs will be a match in NEXT-CITY on NEXT-DAYNAME . ,"['NEXT-CITY', 'NEXT-DAYNAME']"
the TEAM-NAME head to NEXT-CITY to take on the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME will take a day off before hosting the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM ( 13 - TEAM-PTS_QTR1 ) on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'TEAM-PTS_QTR1', 'NEXT-DAYNAME']"
The TEAM-NAME will begin a TEAM-STANDING - game road trip in NEXT-CITY on NEXT-DAYNAME . ,"['TEAM-NAME', 'TEAM-STANDING', 'NEXT-CITY', 'NEXT-DAYNAME']"
The TEAM-NAME head on the road for a NEXT-DAYNAME matchup with NEXT-STATE . ,"['TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-STATE']"
TEAM-NAME TEAM-NAME continue TEAM-NAME homestand with a matchup NEXT-DAYNAME against the NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'TEAM-NAME', 'TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM']"
"Next , the the tenacious TEAM-NAME host the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ","['TEAM-NAME', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
