templates,used_attributes
"FIRST_NAME SECOND_NAME finished an impressive FGM - for - FGA from the field and AST_AVG - for - FTM from the BLK - point line for PTS points , while also adding REB rebounds and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'FGM', 'FGA', 'FG3M', 'STL', 'AST_AVG', 'FG3A', 'FTM', 'BLK', 'PTS', 'DREB', 'REB', 'AST']"
"FIRST_NAME SECOND_NAME , on the other hand , nearly recorded the unconventional triple - double with PTS points ( FGM - FGA FG , FTM - FG3A 3Pt , FTM - DD_AVG FT ) , AST assists , and FGM turnovers . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FGA', 'FG3M', 'FTM', 'FG3A', 'FG3M', 'FTM', 'FTA', 'PF', 'DD_AVG', 'AST', 'FGM']"
"FIRST_NAME SECOND_NAME had a big day as well , pitching in PTS of the bench 's 22 points . ","['FIRST_NAME', 'SECOND_NAME', 'PTS']"
"SECOND_NAME was white - hot here , catching fire in the FG3M half for 29 points . ","['SECOND_NAME', 'FG3M']"
"FIRST_NAME SECOND_NAME had just REB_AVG points and REB_AVG rebounds , but recorded BLK blocks and made some huge stuffs at the end to seal the win . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'REB_AVG', 'PTS', 'REB', 'REB_AVG', 'BLK']"
"FIRST_NAME SECOND_NAME had IS_LEADER of FIRST_NAME SECOND_NAME best games of the season , as FIRST_NAME SECOND_NAME collected PTS points and PTS_AVG rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'FTM', 'AST', 'BLK_AVG', 'IS_LEADER', 'FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'PTS_AVG']"
"If there was OREB blemish here , it would be that FIRST_NAME SECOND_NAME was ejected in the STL_AVG quarter for accumulating STL_AVG technical fouls . ","['OREB', 'FIRST_NAME', 'SECOND_NAME', 'STL', 'STL_AVG', 'STL', 'STL_AVG']"
"FIRST_NAME SECOND_NAME also had a nice PTS - point , REB - rebound double - double as well . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB']"
"FIRST_NAME SECOND_NAME was no slouch tonight either though , as FIRST_NAME SECOND_NAME finished with PTS points , REB rebounds and REB_AVG assists in the victory . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FTM', 'DREB', 'REB', 'FGM', 'FTA', 'AST', 'REB_AVG']"
"FIRST_NAME SECOND_NAME also accumulated some good numbers in garbage time , as FIRST_NAME SECOND_NAME scored PTS points in the win . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS']"
"FIRST_NAME SECOND_NAME logged FIRST_NAME SECOND_NAME STL_AVG straight triple - double , with PTS points , AST assists and REB rebounds , in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'FTM', 'FTA', 'STL', 'PF', 'STL_AVG', 'PTS', 'AST', 'REB', 'MIN']"
"FIRST_NAME SECOND_NAME led The PLAYER-TEAM-PLACE PLAYER-TEAM-NAME The PLAYER-TEAM-PLACE PLAYER-TEAM-NAME in scoring with PTS points , along with REB rebounds for FIRST_NAME SECOND_NAME own double - double . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'PLAYER-TEAM-NAME', 'PLAYER-TEAM-PLACE', 'PLAYER-TEAM-NAME', 'PTS', 'REB', 'FIRST_NAME', 'SECOND_NAME']"
"FIRST_NAME SECOND_NAME shot FGM - FGA on FIRST_NAME SECOND_NAME way PTS points and grabbed REB rebounds , in 32 minutes . ","['FIRST_NAME', 'SECOND_NAME', 'FGM', 'FGA', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB']"
"FIRST_NAME SECOND_NAME finished with PTS points ( FGM - FGA FG ) , AST assists and REB rebounds , in 28 minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FGA', 'AST', 'DREB', 'REB']"
"FIRST_NAME SECOND_NAME started at point guard and produced a nice PTS points ( FGM - FGA FG ) , REB rebounds and AST assists , in 38 minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FGA', 'REB', 'DREB', 'AST']"
"FIRST_NAME SECOND_NAME showed some offensive versatility , as FIRST_NAME SECOND_NAME shot FGM - FGA on FIRST_NAME SECOND_NAME way to PTS points . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'FGM', 'FGA', 'FIRST_NAME', 'SECOND_NAME', 'PTS']"
"FIRST_NAME SECOND_NAME also grabbed REB rebounds and blocked BLK shots , in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'REB', 'BLK', 'MIN']"
"The PLAYER-TEAM-NAME were led by FIRST_NAME SECOND_NAME 's PTS points , AST rebounds , AST assists , PF steals and a block . ","['PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FG3A', 'DREB', 'REB', 'AST', 'FG3A', 'DREB', 'REB', 'AST', 'FG3M', 'STL', 'PF']"
"FIRST_NAME SECOND_NAME was next , registering PTS points , REB_AVG rebounds , an assist and a block . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'DREB', 'REB', 'PF', 'REB_AVG']"
"FIRST_NAME SECOND_NAME managed PTS points , REB rebounds , STL assists , STL steals and a block . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'DREB', 'AST', 'STL', 'DREB', 'AST', 'STL']"
"FIRST_NAME SECOND_NAME tallied REB points and REB rebounds , along with an assist and a pair of steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'PTS', 'REB']"
"However , FIRST_NAME SECOND_NAME was only FTM of FTA from the free - throw line , and was ejected after amassing STL technicals . ","['FIRST_NAME', 'SECOND_NAME', 'FTM', 'FTA', 'FGM', 'STL']"
"FIRST_NAME SECOND_NAME led the team with PTS points , and added REB rebounds , PF assists , a steal and a block . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'AST', 'PF']"
"FIRST_NAME SECOND_NAME chimed in with a triple - double , amassing PTS points , AST assists , REB rebounds , a steal and a block . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'AST', 'FTA', 'REB']"
"FIRST_NAME SECOND_NAME was highly efficient off the bench , amassing PTS points , REB boards , a pair of steals and a block . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB']"
"FIRST_NAME SECOND_NAME was the only other The PLAYER-TEAM-NAME player , starter or reserve , to manage double - digit scoring . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-NAME']"
FIRST_NAME SECOND_NAME collected PTS points and added REB_AVG rebounds and a steal . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FG3M', 'FTM', 'FTA', 'REB', 'REB_AVG']"
"FIRST_NAME SECOND_NAME fell IS_LEADER - point shy of FIRST_NAME SECOND_NAME career - high , as FIRST_NAME SECOND_NAME finished with PTS points , REB rebounds and AST_AVG assists in the loss . ","['FIRST_NAME', 'SECOND_NAME', 'OREB', 'STL', 'BLK', 'STL_AVG', 'IS_LEADER', 'FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'AST', 'PF', 'REB_AVG', 'AST_AVG']"
"SECOND_NAME put up MIN points , AST rebounds , AST assists , BLK blocks and STL steals in the victory as well . ","['SECOND_NAME', 'PTS', 'MIN', 'DREB', 'REB', 'AST', 'DREB', 'REB', 'AST', 'BLK', 'STL']"
"SECOND_NAME didn ’ t have a big game on the surface as t failed to reach double - digits n both points and rebounds , but t swatted away REB_AVG shots , including a huge AST with less than 20 seconds left that ultimately saved the game . ","['SECOND_NAME', 'BLK', 'REB_AVG', 'FTM', 'FTA', 'AST']"
"Reigning MVP Steph SECOND_NAME had FG3M of The PLAYER-TEAM-PLACE PLAYER-TEAM-NAME FGM threes - pointers , going FGM - for - FGA overall from the floor . ","['SECOND_NAME', 'FG3M', 'PLAYER-TEAM-PLACE', 'PLAYER-TEAM-NAME', 'FGM', 'FGM', 'FGA']"
"Power forward FIRST_NAME SECOND_NAME , meanwhile , had AST rebounds , AST assists , PF blocks , and STL steals , but scored just FTM points on IS_LEADER - for - FGA shooting . ","['FIRST_NAME', 'SECOND_NAME', 'REB', 'AST', 'REB', 'AST', 'BLK', 'PF', 'STL', 'PTS', 'FG3A', 'FTM', 'STARTER', 'FGM', 'FG_PCT', 'FG3M', 'FG3_PCT', 'TO', 'IS_HOME', 'DOUBLE_DOUBLE', 'IS_LEADER', 'FGA']"
Former MVP FIRST_NAME SECOND_NAME went off for PTS points including FG3M 3 - pointers . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FG3M']"
"FIRST_NAME SECOND_NAME sealed the win for PLAYER-TEAM-PLACE with IS_LEADER seconds left by draining a clutch 24 - foot STL - point jumper , after the PLAYER-TEAM-NAME and their talented core of young superstars 'd entered the REB_AVG quarter trailing 73 - 66 . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'STARTER', 'OREB', 'TO', 'BLK', 'IS_HOME', 'BLK_AVG', 'DOUBLE_DOUBLE', 'IS_LEADER', 'FG3M', 'STL', 'PLAYER-TEAM-NAME', 'FGM', 'REB_AVG']"
"The PLAYER-TEAM-NAME were led by FIRST_NAME SECOND_NAME 's near double - double that consisted of PTS points , PTS_AVG boards , an assist , BLK blocks and STL steals . ","['PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'PTS_AVG', 'BLK', 'STL']"
"FIRST_NAME SECOND_NAME was next with PTS_AVG points , AST assists and STL steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'PTS_AVG', 'FTA', 'AST', 'FG3A', 'STL']"
"FIRST_NAME SECOND_NAME followed with a PTS_AVG - point , REB - rebound double - double that also included PF blocks and a steal . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'PTS_AVG', 'REB', 'BLK', 'PF']"
"FIRST_NAME SECOND_NAME rounded things out for the STL_AVG unit with PTS points , AST assists and STL steals . ","['FIRST_NAME', 'SECOND_NAME', 'STL_AVG', 'PTS', 'AST', 'FG3M', 'STL']"
"FIRST_NAME SECOND_NAME tallied PTS_AVG points , REB rebounds , an assist and a block , but did commit REB turnovers . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'PTS_AVG', 'DREB', 'REB', 'DREB', 'REB']"
"FIRST_NAME SECOND_NAME was close behind with PTS points , AST assists and PF rebounds , but turned the ball over 5 times himself . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FTA', 'AST', 'DREB', 'REB', 'PF']"
"However , FIRST_NAME SECOND_NAME was the only other player to tally double - digit scoring , posting a PTS - point , REB - rebound double - double . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB']"
"FIRST_NAME SECOND_NAME led the team with PTS points off the bench , despite playing just MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'MIN']"
"SECOND_NAME finished with FGA points , REB rebounds , and PF assists in MIN minutes . ","['SECOND_NAME', 'PTS', 'FGA', 'FG3A', 'DREB', 'REB', 'AST', 'PF', 'MIN']"
"Rookie FIRST_NAME SECOND_NAME had a quiet night offensively , scoring just PTS points on PF - of - FGA shooting from the field and pulled down only PF rebounds in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'REB', 'PF', 'FGA', 'FGM', 'REB', 'PF', 'MIN']"
"The best starter was FIRST_NAME SECOND_NAME , who accumulated PTS points , REB_AVG rebounds and PF assists in the victory . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'DREB', 'REB', 'REB_AVG', 'FG3M', 'AST', 'PF']"
"FIRST_NAME SECOND_NAME tallied an incredible PTS points in just MIN minutes of court time , shooting FGM - for - FGA from the field , including AST_AVG - for - FG3A from REB_AVG - point range . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'MIN', 'FGM', 'FGA', 'FG3M', 'AST_AVG', 'FG3A', 'REB', 'AST', 'REB_AVG']"
"The scoring was FIRST_NAME SECOND_NAME 's DREB highest total of the season , and would have shattered Second-year PLAYER-TEAM-NAME point guard FIRST_NAME SECOND_NAME high - water mark of 26 points had Second-year PLAYER-TEAM-NAME point guard FIRST_NAME SECOND_NAME time on the court not been curtailed . ","['FIRST_NAME', 'SECOND_NAME', 'DREB', 'PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME']"
"The PLAYER-TEAM-NAME received a much - needed offensive boost from a somewhat unlikely source Sunday , as FIRST_NAME SECOND_NAME reentered the starting lineup with rousing success . ","['PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME']"
FIRST_NAME SECOND_NAME poured in PTS points over a season - high MIN minutes on impressive FGM - of - FGA shooting . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'MIN', 'FGM', 'FGA']"
"FIRST_NAME SECOND_NAME looked solid defensively , recording BLK blocks and a steal while also playing efficient offense , tallying PTS points on FGM - of - FGA shooting . ","['FIRST_NAME', 'SECOND_NAME', 'FTM', 'FTA', 'BLK', 'PTS', 'FGM', 'FGA']"
"FIRST_NAME SECOND_NAME had a huge game , responding to FIRST_NAME SECOND_NAME recent limited minutes with a monstrous PTS point , REB rebound game . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB']"
SECOND_NAME sank a late 3 to bring a huge game within BLK_AVG but the PLAYER-OPPONENT-TEAM-NAME had the answer . ,"['SECOND_NAME', 'FG3A', 'AST', 'BLK', 'BLK_AVG', 'PLAYER-OPPONENT-TEAM-NAME']"
FIRST_NAME SECOND_NAME scored PTS points on STL_AVG - FGA shooting but grabbed REB rebounds and dished a most impressive AST assists . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FG3M', 'STL_AVG', 'FGA', 'FTM', 'FTA', 'REB', 'AST']"
"FIRST_NAME SECOND_NAME chipped in PTS points , on FGM - PTS_AVG shooting , and REB_AVG rebounds , in MIN minutes off the bench . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FGA', 'PTS_AVG', 'REB', 'REB_AVG', 'MIN']"
"FIRST_NAME SECOND_NAME led PLAYER-TEAM-PLACE in scoring with PTS points , along with AST_AVG assists and PF rebounds , in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'PTS', 'AST', 'AST_AVG', 'FG3A', 'DREB', 'REB', 'PF', 'MIN']"
"FIRST_NAME SECOND_NAME tallied PTS points on FGM - DREB shooting , REB rebounds and PF blocked shots , in MIN minutes off the bench . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FGA', 'DREB', 'REB', 'OREB', 'BLK', 'PF', 'MIN']"
"FIRST_NAME SECOND_NAME played well , shooting FTA - REB_AVG from the field and finishing with PTS points , STL rebounds and STL steals . ","['FIRST_NAME', 'SECOND_NAME', 'FGM', 'FTA', 'FGA', 'REB_AVG', 'PTS', 'DREB', 'REB', 'STL', 'DREB', 'REB', 'STL']"
"Four PLAYER-TEAM-PLACE starters tallied double - digit scoring , while reserve FIRST_NAME SECOND_NAME shared in the team lead with PTS points over MIN minutes . ","['PLAYER-TEAM-PLACE', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'MIN']"
"FIRST_NAME SECOND_NAME once again started in place of Emmanuel Mudiay ( ankle ) , and contributed all across the stat sheet with PTS points , AST_AVG assists , REB rebounds and a pair of steals . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'AST', 'PF', 'AST_AVG', 'FG3A', 'DREB', 'REB']"
"FIRST_NAME SECOND_NAME had another productive outing off the bench , pouring in PTS_AVG points . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'PTS_AVG']"
"The PLAYER-TEAM-NAME were led by FIRST_NAME SECOND_NAME , who posted a game - high PTS points . ","['PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS']"
"FIRST_NAME SECOND_NAME was the only other player to manage double - digit scoring , supplying PTS points , AST assists and PF rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'AST', 'DREB', 'REB', 'PF']"
"FIRST_NAME SECOND_NAME got things started with a PTS - point , REB - rebound double - double that also included an assist and a block . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB']"
"FIRST_NAME SECOND_NAME poured in PTS points but could n't add much else , recording only a pair of assists and a pair of blocks in addition to the scoring . ","['FIRST_NAME', 'SECOND_NAME', 'PTS']"
"FIRST_NAME SECOND_NAME led The PLAYER-TEAM-PLACE PLAYER-TEAM-NAME ( 24 - 33 ) defeated the PLAYER-OPPONENT-TEAM-PLACE PLAYER-OPPONENT-TEAM-NAME ( DD_AVG - 39 ) 103 - 95 on Saturday with PTS points , while also providing REB rebounds and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'PLAYER-TEAM-NAME', 'PLAYER-OPPONENT-TEAM-PLACE', 'PLAYER-OPPONENT-TEAM-NAME', 'DD_AVG', 'PTS', 'REB', 'AST']"
"FIRST_NAME SECOND_NAME was a huge spark , as FIRST_NAME SECOND_NAME totaled PTS points and REB rebounds in AST_AVG of FIRST_NAME SECOND_NAME best performances of the season . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'BLK_AVG', 'AST_AVG', 'FIRST_NAME', 'SECOND_NAME']"
"FIRST_NAME SECOND_NAME did a great job of distributing , dishing out AST assists in the loss . ","['FIRST_NAME', 'SECOND_NAME', 'AST']"
"FIRST_NAME SECOND_NAME scored 27 points in the BLK half , but finished the game with only PTS while struggling in the REB_AVG half . ","['FIRST_NAME', 'SECOND_NAME', 'BLK', 'PTS', 'DREB', 'REB', 'REB_AVG']"
"FIRST_NAME SECOND_NAME was spectacular as well , as FIRST_NAME SECOND_NAME scored PTS of FIRST_NAME SECOND_NAME own . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FIRST_NAME', 'SECOND_NAME']"
"FIRST_NAME SECOND_NAME double - doubled in the loss , as FIRST_NAME SECOND_NAME amassed PTS points , REB rebounds and STL steals . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'OREB', 'STL']"
"FIRST_NAME SECOND_NAME scored a game - high PTS points , while going FTM - for - FTA from the free - throw line . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FTM', 'FTA']"
"FIRST_NAME SECOND_NAME approached a triple - double as well , as FIRST_NAME SECOND_NAME accumulated PTS points , AST assists and REB rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'AST', 'REB']"
"FIRST_NAME SECOND_NAME was majestic , as FIRST_NAME SECOND_NAME tallied PTS points , AST assists and REB rebounds in the win . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGA', 'AST', 'REB']"
"FIRST_NAME SECOND_NAME led a young team like PLAYER-TEAM-PLACE with PTS points , while also grabbing REB boards . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'PTS', 'REB']"
"After Stephen Curry lit the PLAYER-OPPONENT-TEAM-NAME up for 24 points in the IS_LEADER quarter of Tuesday ’ s game , SECOND_NAME responded with a FGA - point effort in the IS_LEADER quarter . ","['PLAYER-OPPONENT-TEAM-NAME', 'OREB', 'AST', 'STL', 'STL_AVG', 'AST_AVG', 'IS_LEADER', 'SECOND_NAME', 'FGA', 'OREB', 'AST', 'STL', 'STL_AVG', 'AST_AVG', 'IS_LEADER']"
The PLAYER-TEAM-NAME were led by The PLAYER-TEAM-NAME dynamic backcourt as FIRST_NAME SECOND_NAME and C.J . ,"['PLAYER-TEAM-NAME', 'PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME']"
SECOND_NAME scored a combined FG3_PCT points . ,"['SECOND_NAME', 'FG3_PCT']"
"FIRST_NAME SECOND_NAME finished with PTS points , AST_AVG assists and REB_AVG rebounds in 35 minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FTA', 'AST', 'AST_AVG', 'REB', 'REB_AVG']"
"SECOND_NAME finished with PTS points on strong FGM - PTS_AVG shooting from the field , including FG3M - FG3A from deep . ","['SECOND_NAME', 'PTS', 'FGM', 'FGA', 'PTS_AVG', 'FG3M', 'FG3A']"
"FIRST_NAME SECOND_NAME was back in action after recovering from a dislocated shoulder , and posted FGA points , REB rebounds and AST_AVG block in 21 minutes off the bench . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGA', 'REB', 'FG3M', 'OREB', 'BLK', 'PF', 'AST_AVG']"
PLAYER-TEAM-NAME guard FIRST_NAME SECOND_NAME scored 11 of PLAYER-TEAM-NAME guard FIRST_NAME SECOND_NAME PTS points in the REB quarter . ,"['PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'DREB', 'REB']"
"SECOND_NAME added PTS points , AST rebounds and AST assists . ","['SECOND_NAME', 'PTS', 'REB', 'AST', 'REB', 'AST']"
FIRST_NAME SECOND_NAME tied FIRST_NAME SECOND_NAME career high set on Tuesday with PTS points off the bench . ,"['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS']"
"FIRST_NAME SECOND_NAME also played well , as FIRST_NAME SECOND_NAME scored PTS points and grabbed REB rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FG3M', 'FTA', 'REB']"
"FIRST_NAME SECOND_NAME also had AST_AVG of FIRST_NAME SECOND_NAME best games of the season , as FIRST_NAME SECOND_NAME scored PTS points and grabbed REB boards . ","['FIRST_NAME', 'SECOND_NAME', 'AST', 'AST_AVG', 'FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'DREB', 'REB']"
"The hometown PLAYER-TEAM-NAME crowd was ecstatic to have The hometown PLAYER-TEAM-NAME crowd all star point guard back , but it looks like FIRST_NAME SECOND_NAME ( foot ) will need another game or FG3M to shake the cobwebs off . ","['PLAYER-TEAM-NAME', 'PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME', 'FG3M']"
FIRST_NAME SECOND_NAME ( foot ) finished with PTS points on REB_AVG - of - FGA shooting in 35 minutes . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'REB_AVG', 'FGA']"
"FIRST_NAME SECOND_NAME returned to FIRST_NAME SECOND_NAME bench role and added PTS points and REB rebounds , while C.J . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'DREB', 'REB']"
"SECOND_NAME rounded out the backcourt with PTS points , AST_AVG assists and REB rebounds . ","['SECOND_NAME', 'PTS', 'AST', 'PF', 'AST_AVG', 'DREB', 'REB']"
"FIRST_NAME SECOND_NAME ( foot ) was responsible for AST of the turnovers , but the PLAYER-TEAM-NAME are aware of the hindering foot injury and the PLAYER-TEAM-NAME should not be long before FIRST_NAME SECOND_NAME ( foot ) returns to FIRST_NAME SECOND_NAME ( foot ) elite level of play . ","['FIRST_NAME', 'SECOND_NAME', 'FTM', 'FTA', 'AST', 'PLAYER-TEAM-NAME', 'PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME']"
"FIRST_NAME SECOND_NAME converted a double - double to lead the frontcourt , adding PTS points and REB rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB']"
FIRST_NAME SECOND_NAME ’ s career high DREB points per game and 7 rebounds per game are proving to be a strong signing for PLAYER-TEAM-PLACE . ,"['FIRST_NAME', 'SECOND_NAME', 'FGA', 'DREB', 'PLAYER-TEAM-PLACE']"
"where point guard FIRST_NAME SECOND_NAME ( back ) contributed PTS points , AST assists and REB_AVG rebounds , while not allowing a turnover , in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FG3A', 'AST', 'FTM', 'DREB', 'REB', 'REB_AVG', 'MIN']"
"Billy Donovan did not rely on Billy Donovan bench and only FIRST_NAME SECOND_NAME eclipsed 20 - plus minutes on a reserved role , as the starters all played 30 - plus minutes in the contest . ","['FIRST_NAME', 'SECOND_NAME']"
FIRST_NAME SECOND_NAME finished with PTS points on FGA shots . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGA']"
"D ’ Angelo SECOND_NAME put forth IS_LEADER of D ’ best campaigns during D ’ rookie season and finished with PTS points ( FGM - of - PTS_AVG FG , IS_LEADER - of - AST 3PT , FTM - of - FTA FT ) , AST_AVG rebounds and AST assists coming off the bench . ","['SECOND_NAME', 'FG3M', 'STL', 'STL_AVG', 'IS_LEADER', 'PTS', 'FGM', 'FGA', 'PTS_AVG', 'FG3M', 'STL', 'STL_AVG', 'IS_LEADER', 'FG3A', 'AST', 'FTM', 'FTA', 'DREB', 'REB', 'REB_AVG', 'AST_AVG', 'FG3A', 'AST']"
"FIRST_NAME LIllard led all scorers with PTS points ( FGM - of - FGA FG , AST - of - FG3A 3PT , FTM - of - REB_AVG FT ) and constantly kept The PLAYER-OPPONENT-TEAM-NAME out of reach . ","['FIRST_NAME', 'PTS', 'FGM', 'FGA', 'FG3M', 'AST', 'FG3A', 'FTM', 'FTA', 'REB_AVG', 'PLAYER-OPPONENT-TEAM-NAME']"
"FIRST_NAME SECOND_NAME added PTS points on FG3_PCT percent shooting and the combo guards were simply too much to handle , as it helped the PLAYER-TEAM-NAME successfully outrun the PLAYER-TEAM-NAME opponents , both in transition and in the half court offense . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FG3_PCT', 'PLAYER-TEAM-NAME', 'PLAYER-TEAM-NAME']"
"FIRST_NAME SECOND_NAME finished with PTS points , AST assists , AST_AVG rebounds , STL_AVG steals and STL_AVG blocks in the win , despite committing FG3M turnovers . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'AST', 'DREB', 'REB', 'AST_AVG', 'STL', 'BLK', 'PF', 'STL_AVG', 'STL', 'BLK', 'PF', 'STL_AVG', 'FG3M']"
"FIRST_NAME SECOND_NAME tallied PTS points , REB rebounds and AST_AVG assists in the victory . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'AST', 'REB_AVG', 'AST_AVG']"
SECOND_NAME scored 22 points of SECOND_NAME own and also snatched down REB rebounds in a solid performance . ,"['SECOND_NAME', 'SECOND_NAME', 'FG3A', 'DREB', 'REB']"
"The only other player to score more than 10 points was FIRST_NAME SECOND_NAME , who scored PTS points off the bench . ","['FIRST_NAME', 'SECOND_NAME', 'PTS']"
"The PLAYER-TEAM-NAME were led by FIRST_NAME SECOND_NAME , who fell below scoring average , which is good for FTA in the league this year , but still turned in PTS points , AST assists and REB_AVG rebounds on AST_AVG - of - FGA shooting . ","['PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME', 'FTM', 'FTA', 'PTS', 'AST', 'REB', 'REB_AVG', 'FGM', 'FG3A', 'AST_AVG', 'FGA']"
"SECOND_NAME added PTS points on FGM - of - FGA shooting , to go along with REB_AVG assists and STL_AVG board . ","['SECOND_NAME', 'PTS', 'FGM', 'FGA', 'AST', 'REB_AVG', 'OREB', 'REB', 'STL_AVG']"
